completed_work.PROGRAM_KEY,WORKCENTER,completed_work.WEEK_ENDING,PLANT_KEY,SumOfTOTAL_PLANNED_HRS,SITE_CD,SumOfTOTAL_COST_AMT,SumOfTOTAL_HRS,SumOfDEFECT_QTY,SumOfREWORK_HRS,SumOfREPAIR_HRS,SumOfREFAB_HRS,RESP_WORKCENTER
WN,M0665746,2019/02/23,1500,8.756,1500,269,$0.76,1,$0.00,$0.76,$0.00,M0665746
WN,M0665746,2019/03/02,1500,7.185,1500,294,$1.08,1,$0.00,$1.08,$0.00,M0665746
WN,M0665746,2019/03/09,1500,6.275,,,,,,,,
WN,M0665746,2019/03/16,1500,5.361,,,,,,,,
WN,M0665746,2019/03/23,1500,5.575,1500,1433,$0.00,1,$0.00,$0.00,$0.00,M0665746
WN,M0665746,2019/03/30,1500,8.375,,,,,,,,
WN,M0665746,2019/04/06,1500,13.979,,,,,,,,
WN,M0665746,2019/04/13,1500,3.504,,,,,,,,
WN,M0665746,2019/04/20,1500,3.928,,,,,,,,
WN,M0665746,2019/04/27,1500,6.275,,,,,,,,
WN,M0665746,2019/05/04,1500,8.865,,,,,,,,
WN,M0665746,2019/05/11,1500,7.428,,,,,,,,
WN,M0665746,2019/05/18,1500,4.309,1500,267,$0.73,1,$0.00,$0.73,$0.00,M0665746
WN,M0665746,2019/05/25,1500,7.356,,,,,,,,
WN,M0665746,2019/06/01,1500,8.132,,,,,,,,
WN,M0665746,2019/06/08,1500,10.232,,,,,,,,
WN,M0665746,2019/06/15,1500,11.879,,,,,,,,
WN,M0665746,2019/06/22,1500,4.871,,,,,,,,
WN,M0665746,2019/06/29,1500,4.904,,,,,,,,
WN,M0665746,2019/07/06,1500,7.218,,,,,,,,
WN,M0665746,2019/07/13,1500,7.675,,,,,,,,
WN,M0665746,2019/07/20,1500,7.675,,,,,,,,
WN,M0665746,2019/07/27,1500,9.075,,,,,,,,
EU,M0665753,2018/01/06,1500,0.916,,,,,,,,
EU,M0665753,2018/01/13,1500,1.881,,,,,,,,
EU,M0665753,2018/01/20,1500,7.422,,,,,,,,
EU,M0665753,2018/01/27,1500,1.9,,,,,,,,
EU,M0665753,2018/02/17,1500,3.82,,,,,,,,
EU,M0665753,2018/02/24,1500,1.901,,,,,,,,
EU,M0665753,2018/03/03,1500,1.92,,,,,,,,
EU,M0665753,2018/03/17,1500,7.403,,,,,,,,
EU,M0665753,2018/03/24,1500,9.472,,,,,,,,
EU,M0665753,2018/03/31,1500,4.799,,,,,,,,
EU,M0665753,2018/04/07,1500,2.555,,,,,,,,
EU,M0665753,2018/04/14,1500,0.984,,,,,,,,
EU,M0665753,2018/05/05,1500,2.904,,,,,,,,
EU,M0665753,2018/05/12,1500,3.664,,,,,,,,
EU,M0665753,2018/05/26,1500,2.904,,,,,,,,
EU,M0665753,2018/06/02,1500,3.732,,,,,,,,
EU,M0665753,2018/06/30,1500,2.884,,,,,,,,
EU,M0665753,2018/07/07,1500,0.916,,,,,,,,
EU,M0665753,2018/07/14,1500,2.748,,,,,,,,
EU,M0665753,2018/07/21,1500,1.968,,,,,,,,
EU,M0665753,2018/07/28,1500,4.6,,,,,,,,
EU,M0665753,2018/08/04,1500,0.936,,,,,,,,
EU,M0665753,2018/08/11,1500,1.832,,,,,,,,
EU,M0665753,2018/08/18,1500,5.768,,,,,,,,
EU,M0665753,2018/08/25,1500,5.652,,,,,,,,
EU,M0665753,2018/09/01,1500,2.836,,,,,,,,
EU,M0665753,2018/09/15,1500,3.664,,,,,,,,
EU,M0665753,2018/09/22,1500,2.836,,,,,,,,
EU,M0665753,2018/09/29,1500,5.652,,,,,,,,
EU,M0665753,2018/10/13,1500,1.832,,,,,,,,
EU,M0665753,2018/10/20,1500,4.784,,,,,,,,
EU,M0665753,2018/10/27,1500,3.732,,,,,,,,
EU,M0665753,2018/11/03,1500,6.588,,,,,,,,
EU,M0665753,2018/11/10,1500,3.732,,,,,,,,
EU,M0665753,2018/11/17,1500,4.6,,,,,,,,
EU,M0665753,2018/11/24,1500,1.968,,,,,,,,
EU,M0665753,2018/12/01,1500,5.584,,,,,,,,
EU,M0665753,2018/12/08,1500,0.984,,,,,,,,
EU,M0665753,2018/12/15,1500,5.788,,,,,,,,
EU,M0665753,2018/12/22,1500,2.748,,,,,,,,
EU,M0665753,2018/12/29,1500,1.832,,,,,,,,
EU,M0665753,2019/01/05,1500,2.768,,,,,,,,
EU,M0665753,2019/01/12,1500,6.656,,,,,,,,
EU,M0665753,2019/01/19,1500,3.732,,,,,,,,
EU,M0665753,2019/01/26,1500,4.716,,,,,,,,
EU,M0665753,2019/02/02,1500,3.732,,,,,,,,
EU,M0665753,2019/02/09,1500,3.752,,,,,,,,
EU,M0665753,2019/02/16,1500,4.736,,,,,,,,
EU,M0665753,2019/02/23,1500,4.62,,,,,,,,
EU,M0665753,2019/03/02,1500,7.668,,,,,,,,
EU,M0665753,2019/03/09,1500,3.8,,,,,,,,
EU,M0665753,2019/03/16,1500,1.872,,,,,,,,
EU,M0665753,2019/03/23,1500,6.616,,,,,,,,
EU,M0665753,2019/03/30,1500,4.62,,,,,,,,
EU,M0665753,2019/04/06,1500,2.884,,,,,,,,
EU,M0665753,2019/04/13,1500,7.464,,,,,,,,
EU,M0665753,2019/04/20,1500,3.704,,,,,,,,
EU,M0665753,2019/04/27,1500,7.552,,,,,,,,
EU,M0665753,2019/05/04,1500,4.688,,,,,,,,
EU,M0665753,2019/05/11,1500,2.816,,,,,,,,
EU,M0665753,2019/05/18,1500,0.984,,,,,,,,
EU,M0665753,2019/05/25,1500,6.5,,,,,,,,
EU,M0665753,2019/06/01,1500,4.736,,,,,,,,
EU,M0665753,2019/06/08,1500,3.732,,,,,,,,
EU,M0665753,2019/06/15,1500,4.736,,,,,,,,
EU,M0665753,2019/06/22,1500,3.752,,,,,,,,
EU,M0665753,2019/06/29,1500,5.768,,,,,,,,
EU,M0665753,2019/07/06,1500,5.584,,,,,,,,
EU,M0665753,2019/07/13,1500,5.72,,,,,,,,
EU,M0665753,2019/07/20,1500,4.58,,,,,,,,
EU,M0665753,2019/07/27,1500,3.664,,,,,,,,
BF,M0665765,2018/01/27,1500,8,,,,,,,,
BF,M0665765,2018/02/17,1500,4,,,,,,,,
BF,M0665765,2018/02/24,1500,2,,,,,,,,
BF,M0665765,2018/04/14,1500,4,,,,,,,,
BF,M0665765,2018/04/28,1500,2,,,,,,,,
BF,M0665765,2018/05/05,1500,4,,,,,,,,
BF,M0665765,2018/06/02,1500,4,,,,,,,,
BF,M0665765,2018/07/07,1500,4,,,,,,,,
BF,M0665765,2018/08/04,1500,4,,,,,,,,
BF,M0665765,2018/08/18,1500,4,,,,,,,,
BF,M0665765,2018/09/08,1500,8,,,,,,,,
BF,M0665765,2018/10/13,1500,7.5,,,,,,,,
BF,M0665765,2018/10/20,1500,0.5,,,,,,,,
BF,M0665765,2018/10/27,1500,7.5,,,,,,,,
BF,M0665765,2018/11/10,1500,0.5,,,,,,,,
BF,M0665765,2018/12/08,1500,4,,,,,,,,
BF,M0665765,2018/12/15,1500,1.5,,,,,,,,
BF,M0665765,2019/01/05,1500,3.5,,,,,,,,
BF,M0665765,2019/01/19,1500,1,,,,,,,,
BF,M0665765,2019/02/02,1500,4.5,,,,,,,,
BF,M0665765,2019/02/23,1500,0.5,,,,,,,,
BF,M0665765,2019/03/02,1500,5,,,,,,,,
BF,M0665765,2019/05/18,1500,3,,,,,,,,
BF,M0665765,2019/05/25,1500,0.5,,,,,,,,
BF,M0665765,2019/06/01,1500,6.5,,,,,,,,
BF,M0665765,2019/07/27,1500,4,,,,,,,,
WQ,M0665767,2018/03/17,1500,2,,,,,,,,
WQ,M0665767,2018/03/31,1500,2,,,,,,,,
WQ,M0665767,2018/04/07,1500,2,,,,,,,,
WQ,M0665767,2018/04/28,1500,2,,,,,,,,
WQ,M0665767,2018/05/12,1500,2,,,,,,,,
WQ,M0665767,2018/05/19,1500,4,,,,,,,,
WQ,M0665767,2018/05/26,1500,2,,,,,,,,
WQ,M0665767,2018/06/02,1500,4,,,,,,,,
WQ,M0665767,2018/06/09,1500,2,,,,,,,,
WQ,M0665767,2018/06/16,1500,2,,,,,,,,
WQ,M0665767,2018/06/23,1500,4,,,,,,,,
WQ,M0665767,2018/06/30,1500,2,,,,,,,,
WQ,M0665767,2018/07/07,1500,2,,,,,,,,
WQ,M0665767,2018/07/21,1500,2,,,,,,,,
WQ,M0665767,2018/07/28,1500,4,,,,,,,,
WQ,M0665767,2018/08/04,1500,2,,,,,,,,
WQ,M0665767,2018/08/11,1500,4,,,,,,,,
WQ,M0665767,2018/08/25,1500,2,,,,,,,,
WQ,M0665767,2018/09/01,1500,2,,,,,,,,
WQ,M0665767,2018/09/08,1500,4,,,,,,,,
WQ,M0665767,2018/09/15,1500,2,,,,,,,,
WQ,M0665767,2018/09/22,1500,4,,,,,,,,
WQ,M0665767,2018/09/29,1500,4,,,,,,,,
WQ,M0665767,2018/10/06,1500,4,,,,,,,,
WQ,M0665767,2018/10/20,1500,2,,,,,,,,
WQ,M0665767,2018/10/27,1500,2,,,,,,,,
WQ,M0665767,2018/11/03,1500,2,,,,,,,,
WQ,M0665767,2018/11/10,1500,4,,,,,,,,
WQ,M0665767,2018/11/17,1500,2,,,,,,,,
WQ,M0665767,2018/12/08,1500,2,,,,,,,,
WQ,M0665767,2018/12/15,1500,6,,,,,,,,
WQ,M0665767,2019/01/05,1500,4,,,,,,,,
WQ,M0665767,2019/01/12,1500,2,,,,,,,,
WQ,M0665767,2019/01/19,1500,4,,,,,,,,
WQ,M0665767,2019/01/26,1500,2,,,,,,,,
WQ,M0665767,2019/02/02,1500,2,,,,,,,,
WQ,M0665767,2019/02/09,1500,2,,,,,,,,
WQ,M0665767,2019/03/09,1500,2,,,,,,,,
WQ,M0665767,2019/03/16,1500,4,,,,,,,,
WQ,M0665767,2019/03/30,1500,4,,,,,,,,
GB,M0665770,2018/01/27,1500,5.858,,,,,,,,
GB,M0665770,2018/02/17,1500,5.858,,,,,,,,
GB,M0665770,2018/03/17,1500,5.858,,,,,,,,
GB,M0665770,2018/04/28,1500,5.858,,,,,,,,
GB,M0665770,2018/05/19,1500,5.858,,,,,,,,
GB,M0665770,2018/05/26,1500,5.858,,,,,,,,
GB,M0665770,2018/06/09,1500,2.929,,,,,,,,
GB,M0665770,2018/06/16,1500,5.858,,,,,,,,
GB,M0665770,2018/06/30,1500,5.858,,,,,,,,
GB,M0665770,2018/07/14,1500,8.787,,,,,,,,
GB,M0665770,2018/09/01,1500,2.929,,,,,,,,
GB,M0665770,2018/09/15,1500,8.787,,,,,,,,
GB,M0665770,2018/09/29,1500,11.716,,,,,,,,
GB,M0665770,2018/10/06,1500,5.858,,,,,,,,
GB,M0665770,2018/10/20,1500,5.858,,,,,,,,
GB,M0665770,2018/10/27,1500,11.716,,,,,,,,
GB,M0665770,2018/12/15,1500,5.858,,,,,,,,
GB,M0665770,2018/12/22,1500,5.858,,,,,,,,
GB,M0665770,2019/01/05,1500,5.858,,,,,,,,
GB,M0665770,2019/01/12,1500,5.858,,,,,,,,
GB,M0665770,2019/01/19,1500,8.787,,,,,,,,
GB,M0665770,2019/02/09,1500,5.858,,,,,,,,
GB,M0665770,2019/02/16,1500,2.929,,,,,,,,
GB,M0665770,2019/02/23,1500,5.858,,,,,,,,
GB,M0665770,2019/03/02,1500,5.858,,,,,,,,
GB,M0665770,2019/03/16,1500,11.716,,,,,,,,
GB,M0665770,2019/03/23,1500,5.858,,,,,,,,
GB,M0665770,2019/03/30,1500,5.858,,,,,,,,
GB,M0665770,2019/04/13,1500,5.858,,,,,,,,
GB,M0665770,2019/04/27,1500,5.858,,,,,,,,
GB,M0665770,2019/05/04,1500,5.858,,,,,,,,
GB,M0665770,2019/05/11,1500,8.787,,,,,,,,
GB,M0665770,2019/05/18,1500,2.929,,,,,,,,
GB,M0665770,2019/06/01,1500,5.858,,,,,,,,
GB,M0665770,2019/06/22,1500,5.858,,,,,,,,
GB,M0665770,2019/07/13,1500,2.929,,,,,,,,
BV,M0665772,2019/02/09,1500,4.658,,,,,,,,
BV,M0665772,2019/02/16,1500,2.706,,,,,,,,
BV,M0665772,2019/02/23,1500,0.939,,,,,,,,
BV,M0665772,2019/03/02,1500,1.895,,,,,,,,
BV,M0665772,2019/03/09,1500,3.79,1500,363,$1.98,3,$0.00,$1.98,$0.00,M0665772
BV,M0665772,2019/03/30,1500,10.202,,,,,,,,
BV,M0665772,2019/04/27,1500,1.895,,,,,,,,
BV,M0665772,2019/05/18,1500,1.895,1500,405,$0.00,1,$0.00,$0.00,$0.00,M0665772
BV,M0665772,2019/07/13,1500,1.895,,,,,,,,
BV,M0665772,2019/07/27,1500,1.41,,,,,,,,
BV,M0665774,2018/05/26,1500,0.724,,,,,,,,
BV,M0665774,2018/06/02,1500,1,,,,,,,,
BV,M0665774,2018/06/09,1500,1,,,,,,,,
BV,M0665774,2018/08/04,1500,2.896,,,,,,,,
BV,M0665774,2018/08/18,1500,1.558,,,,,,,,
BV,M0665774,2018/10/20,1500,2,,,,,,,,
BV,M0665774,2018/11/17,1500,0.724,,,,,,,,
BV,M0665774,2018/12/01,1500,2.282,1500,372,$0.00,1,$0.00,$0.00,$0.00,M0665774
BV,M0665774,2018/12/15,1500,1.691,,,,,,,,
BV,M0665774,2019/01/19,1500,1.691,,,,,,,,
BV,M0665774,2019/02/09,1500,11.934,1500,295,$1.09,2,$0.00,$1.09,$0.00,M0665774
BV,M0665774,2019/02/23,1500,0.724,,,,,,,,
BV,M0665774,2019/04/27,1500,9.398,,,,,,,,
GC,M0665780,2018/10/20,1500,4.096,,,,,,,,
GC,M0665780,2018/10/27,1500,19.158,,,,,,,,
GC,M0665780,2018/11/03,1500,0.899,,,,,,,,
GC,M0665780,2018/12/01,1500,0.934,,,,,,,,
GC,M0665780,2018/12/22,1500,1,,,,,,,,
GC,M0665780,2018/12/29,1500,14.384,,,,,,,,
GC,M0665780,2019/01/05,1500,2.798,,,,,,,,
GC,M0665780,2019/01/12,1500,28.084,,,,,,,,
GC,M0665780,2019/01/19,1500,9.219,,,,,,,,
GC,M0665780,2019/01/26,1500,0.899,,,,,,,,
GC,M0665780,2019/02/02,1500,1.798,,,,,,,,
GC,M0665780,2019/02/09,1500,0.5,,,,,,,,
GC,M0665780,2019/02/16,1500,2.697,,,,,,,,
GC,M0665780,2019/02/23,1500,2.767,,,,,,,,
GC,M0665780,2019/03/02,1500,3.79,,,,,,,,
GC,M0665780,2019/03/23,1500,1.798,,,,,,,,
GC,M0665780,2019/03/30,1500,1.798,,,,,,,,
GC,M0665780,2019/04/06,1500,0.934,,,,,,,,
GC,M0665780,2019/04/13,1500,44.471,,,,,,,,
GC,M0665780,2019/04/20,1500,10.928,,,,,,,,
GC,M0665780,2019/04/27,1500,11.87,,,,,,,,
GC,M0665780,2019/05/04,1500,0.899,,,,,,,,
GC,M0665780,2019/05/18,1500,2.298,,,,,,,,
GC,M0665780,2019/06/01,1500,1.895,,,,,,,,
GC,M0665780,2019/06/15,1500,2.829,,,,,,,,
GC,M0665780,2019/06/22,1500,1.895,,,,,,,,
GC,M0665780,2019/07/06,1500,0.934,,,,,,,,
GC,M0665782,2018/08/25,1500,3.79,,,,,,,,
GC,M0665782,2018/09/01,1500,6.925,,,,,,,,
GC,M0665782,2018/09/08,1500,12.487,,,,,,,,
GC,M0665782,2018/09/15,1500,40.237,,,,,,,,
GC,M0665782,2018/09/22,1500,25.774,,,,,,,,
GC,M0665782,2018/09/29,1500,14.759,,,,,,,,
GC,M0665782,2018/10/06,1500,30.25,,,,,,,,
GC,M0665782,2018/10/13,1500,1.399,,,,,,,,
GC,M0665782,2018/10/20,1500,37.394,1500,5934,$0.00,100,$0.00,$0.00,$0.00,M0665782
GC,M0665782,2018/10/27,1500,14.263,,,,,,,,
GC,M0665782,2018/11/03,1500,13.127,,,,,,,,
GC,M0665782,2018/11/10,1500,19.476,,,,,,,,
GC,M0665782,2018/11/17,1500,21.976,,,,,,,,
GC,M0665782,2018/11/24,1500,8.776,,,,,,,,
GC,M0665782,2018/12/01,1500,16.069,,,,,,,,
GC,M0665782,2018/12/08,1500,11.632,,,,,,,,
GC,M0665782,2018/12/15,1500,8.979,,,,,,,,
GC,M0665782,2018/12/22,1500,0.5,,,,,,,,
GC,M0665782,2019/01/12,1500,2.395,,,,,,,,
GC,M0665782,2019/01/19,1500,9.08,,,,,,,,
GC,M0665782,2019/01/26,1500,27.771,1500,51,$0.67,1,$0.67,$0.00,$0.00,M0665782
GC,M0665782,2019/02/02,1500,4.596,,,,,,,,
GC,M0665782,2019/02/09,1500,11.998,,,,,,,,
GC,M0665782,2019/02/16,1500,7.084,,,,,,,,
GC,M0665782,2019/02/23,1500,10.207,,,,,,,,
GC,M0665782,2019/03/02,1500,4.835,,,,,,,,
GC,M0665782,2019/03/09,1500,16.969,,,,,,,,
GC,M0665782,2019/03/16,1500,1.895,,,,,,,,
GC,M0665782,2019/03/23,1500,25.756,,,,,,,,
GC,M0665782,2019/03/30,1500,78.13,,,,,,,,
GC,M0665782,2019/04/06,1500,17.237,,,,,,,,
GC,M0665782,2019/04/13,1500,16.167,,,,,,,,
GC,M0665782,2019/04/20,1500,64.737,,,,,,,,
GC,M0665782,2019/04/27,1500,31.235,,,,,,,,
GC,M0665782,2019/05/04,1500,58.151,,,,,,,,
GC,M0665782,2019/05/11,1500,45.249,,,,,,,,
GC,M0665782,2019/05/18,1500,47.752,,,,,,,,
GC,M0665782,2019/05/25,1500,29.644,1500,436,$0.00,1,$0.00,$0.00,$0.00,M0665782
GC,M0665782,2019/06/01,1500,10.75,,,,,,,,
GC,M0665782,2019/06/08,1500,40.861,,,,,,,,
GC,M0665782,2019/06/15,1500,32.679,,,,,,,,
GC,M0665782,2019/06/22,1500,29.238,,,,,,,,
GC,M0665782,2019/06/29,1500,50.591,,,,,,,,
GC,M0665782,2019/07/06,1500,16.059,,,,,,,,
GC,M0665782,2019/07/13,1500,26.583,1500,660,$0.00,1,$0.00,$0.00,$0.00,M0665782
GC,M0665782,2019/07/20,1500,6.061,,,,,,,,
GC,M0665782,2019/07/27,1500,48.78,,,,,,,,
BV,M0665903,2018/01/06,1500,10.732,,,,,,,,
BV,M0665903,2018/01/13,1500,1.251,,,,,,,,
BV,M0665903,2018/01/20,1500,1.251,,,,,,,,
BV,M0665903,2018/01/27,1500,7.888,,,,,,,,
BV,M0665903,2018/02/03,1500,5.913,,,,,,,,
BV,M0665903,2018/02/10,1500,10.39,,,,,,,,
BV,M0665903,2018/02/17,1500,2.502,,,,,,,,
BV,M0665903,2018/02/24,1500,11.641,,,,,,,,
BV,M0665903,2018/03/03,1500,4.115,,,,,,,,
BV,M0665903,2018/03/10,1500,6.275,1500,265,$0.70,1,$0.00,$0.70,$0.00,M0665903
BV,M0665903,2018/03/17,1500,5.024,,,,,,,,
BV,M0665903,2018/03/24,1500,9.686,,,,,,,,
BV,M0665903,2018/03/31,1500,4.662,,,,,,,,
BV,M0665903,2018/04/07,1500,5.024,,,,,,,,
BV,M0665903,2018/04/14,1500,9.481,,,,,,,,
BV,M0665903,2018/04/21,1500,5.571,,,,,,,,
BV,M0665903,2018/04/28,1500,6.617,,,,,,,,
BV,M0665903,2018/05/05,1500,8.777,,,,,,,,
BV,M0665903,2018/05/12,1500,1.251,,,,,,,,
BV,M0665903,2018/05/19,1500,4.662,,,,,,,,
BV,M0665903,2018/05/26,1500,9.139,,,,,,,,
BV,M0665903,2018/06/02,1500,2.502,,,,,,,,
BV,M0665903,2018/06/09,1500,2.16,,,,,,,,
BV,M0665903,2018/06/16,1500,7.526,,,,,,,,
BV,M0665903,2018/06/23,1500,11.279,,,,,,,,
BV,M0665903,2018/07/07,1500,4.662,,,,,,,,
BV,M0665903,2018/07/14,1500,3.411,,,,,,,,
BV,M0665903,2018/07/21,1500,7.868,,,,,,,,
BV,M0665903,2018/07/28,1500,6.617,,,,,,,,
BV,M0665903,2018/08/04,1500,6.275,,,,,,,,
BV,M0665903,2018/08/11,1500,5.913,,,,,,,,
BV,M0665903,2018/08/18,1500,5.728,,,,,,,,
BV,M0665903,2018/08/25,1500,11.279,,,,,,,,
BV,M0665903,2018/09/01,1500,2.502,,,,,,,,
BV,M0665903,2018/09/08,1500,2.864,,,,,,,,
BV,M0665903,2018/09/15,1500,2.16,,,,,,,,
BV,M0665903,2018/09/22,1500,7.888,,,,,,,,
BV,M0665903,2018/10/06,1500,10.937,,,,,,,,
BV,M0665903,2018/10/13,1500,5.728,,,,,,,,
BV,M0665903,2018/10/20,1500,3.753,,,,,,,,
BV,M0665903,2018/10/27,1500,2.864,,,,,,,,
BV,M0665903,2018/11/03,1500,4.115,,,,,,,,
BV,M0665903,2018/11/10,1500,8.777,,,,,,,,
BV,M0665903,2018/11/17,1500,2.864,,,,,,,,
BV,M0665903,2018/12/01,1500,7.526,,,,,,,,
BV,M0665903,2018/12/08,1500,2.502,,,,,,,,
BV,M0665903,2018/12/15,1500,7.868,,,,,,,,
BV,M0665903,2019/01/05,1500,5.728,,,,,,,,
BV,M0665903,2019/01/12,1500,2.864,,,,,,,,
BV,M0665903,2019/01/19,1500,7.868,,,,,,,,
BV,M0665903,2019/01/26,1500,4.115,,,,,,,,
BV,M0665903,2019/02/16,1500,2.864,,,,,,,,
BV,M0665903,2019/02/23,1500,2.864,,,,,,,,
BV,M0665903,2019/03/02,1500,5.366,,,,,,,,
BV,M0665903,2019/03/09,1500,5.366,,,,,,,,
BV,M0665903,2019/03/23,1500,2.502,,,,,,,,
BV,M0665903,2019/03/30,1500,4.115,,,,,,,,
BV,M0665903,2019/04/06,1500,4.115,,,,,,,,
BV,M0665903,2019/04/13,1500,2.864,,,,,,,,
BV,M0665903,2019/04/20,1500,1.251,,,,,,,,
BV,M0665903,2019/04/27,1500,1.251,,,,,,,,
BV,M0665903,2019/05/11,1500,4.32,,,,,,,,
BV,M0665903,2019/05/18,1500,4.115,,,,,,,,
BV,M0665903,2019/05/25,1500,6.617,,,,,,,,
BV,M0665903,2019/06/01,1500,4.662,,,,,,,,
BV,M0665903,2019/06/15,1500,4.662,,,,,,,,
BV,M0665903,2019/06/29,1500,2.16,,,,,,,,
BV,M0665903,2019/07/06,1500,5.913,,,,,,,,
BV,M0665903,2019/07/13,1500,5.728,,,,,,,,
BV,M0665903,2019/07/20,1500,6.617,,,,,,,,
BF,M0668300,2018/02/17,1500,2,,,,,,,,
BV,M0668300,2018/02/17,1500,1,,,,,,,,
BV,M0668300,2018/06/30,1500,1,,,,,,,,
BV,M0668300,2018/07/14,1500,1,,,,,,,,
BV,M0668300,2018/09/15,1500,5,,,,,,,,
BV,M0668300,2018/10/20,1500,1,,,,,,,,
BV,M0668300,2019/01/05,1500,1,,,,,,,,
BV,M0668300,2019/02/02,1500,1,,,,,,,,
BV,M0668300,2019/02/09,1500,5,,,,,,,,
BV,M0668300,2019/03/09,1500,1,,,,,,,,
BV,M0668300,2019/03/16,1500,1,,,,,,,,
BV,M0668300,2019/04/13,1500,2,,,,,,,,
BV,M0668300,2019/06/15,1500,1,,,,,,,,
EF,M0668300,2018/02/17,1500,1,,,,,,,,
EU,M0668300,2018/05/05,1500,1,,,,,,,,
EU,M0668300,2018/05/19,1500,1,,,,,,,,
EU,M0668300,2018/06/30,1500,1,,,,,,,,
EU,M0668300,2019/03/02,1500,1,,,,,,,,
EU,M0668300,2019/04/13,1500,1,,,,,,,,
EU,M0668300,2019/06/15,1500,6,,,,,,,,
GC,M0668300,2018/01/13,1500,2.2,,,,,,,,
GC,M0668300,2018/03/10,1500,0.5,,,,,,,,
GC,M0668300,2018/05/05,1500,5.5,,,,,,,,
GC,M0668300,2018/05/19,1500,0.5,,,,,,,,
GC,M0668300,2018/06/30,1500,1.5,,,,,,,,
GC,M0668300,2018/10/20,1500,0.5,,,,,,,,
GC,M0668300,2019/03/23,1500,1,,,,,,,,
GC,M0668300,2019/04/13,1500,0.5,,,,,,,,
HC,M0668300,2018/05/19,1500,0.9,,,,,,,,
HC,M0668300,2018/06/09,1500,1.4,,,,,,,,
HC,M0668300,2018/06/30,1500,0.6,,,,,,,,
HC,M0668300,2018/07/14,1500,0.2,,,,,,,,
HC,M0668300,2018/10/20,1500,0.1,,,,,,,,
HC,M0668300,2018/11/03,1500,0.1,,,,,,,,
MG,M0668300,2018/03/10,1500,0.1,,,,,,,,
MG,M0668300,2018/05/19,1500,0.1,,,,,,,,
MG,M0668300,2018/06/09,1500,0.1,,,,,,,,
MG,M0668300,2018/09/15,1500,0.2,,,,,,,,
MG,M0668300,2018/09/22,1500,0.3,,,,,,,,
MG,M0668300,2018/09/29,1500,0.2,,,,,,,,
MG,M0668300,2018/10/20,1500,0.5,,,,,,,,
MG,M0668300,2018/11/03,1500,0.5,,,,,,,,
MG,M0668300,2018/12/22,1500,0.1,,,,,,,,
MG,M0668300,2019/05/04,1500,0.1,,,,,,,,
WD,M0668300,2018/01/13,1500,1,,,,,,,,
WD,M0668300,2018/03/10,1500,1,,,,,,,,
WD,M0668300,2018/05/05,1500,1,,,,,,,,
WD,M0668300,2018/07/14,1500,1,,,,,,,,
WD,M0668300,2018/09/15,1500,4,,,,,,,,
WD,M0668300,2018/09/29,1500,1,,,,,,,,
WD,M0668300,2018/10/20,1500,2,,,,,,,,
WD,M0668300,2019/02/09,1500,2,,,,,,,,
WN,M0668300,2018/01/13,1500,0.5,,,,,,,,
WN,M0668300,2018/02/17,1500,6,,,,,,,,
WN,M0668300,2018/03/10,1500,1,,,,,,,,
WN,M0668300,2018/05/05,1500,0.5,,,,,,,,
WN,M0668300,2018/07/14,1500,1,,,,,,,,
WN,M0668300,2018/10/20,1500,1,,,,,,,,
WN,M0668300,2018/11/03,1500,1,,,,,,,,
WN,M0668300,2018/12/22,1500,0.4,,,,,,,,
WN,M0668300,2019/01/05,1500,0.8,,,,,,,,
WN,M0668300,2019/02/09,1500,2,,,,,,,,
WN,M0668300,2019/02/16,1500,1.6,,,,,,,,
WN,M0668300,2019/03/02,1500,1,,,,,,,,
WN,M0668300,2019/03/16,1500,1,,,,,,,,
WN,M0668300,2019/03/23,1500,0.1,,,,,,,,
WQ,M0668300,2018/01/13,1500,1,,,,,,,,
WQ,M0668300,2018/02/17,1500,2,,,,,,,,
EF,M0668400,2018/02/03,1500,2,,,,,,,,
GC,M0668400,2018/02/24,1500,0.5,,,,,,,,
GC,M0668400,2018/05/05,1500,0.5,,,,,,,,
GC,M0668400,2018/05/12,1500,0.5,,,,,,,,
GC,M0668400,2018/06/16,1500,1,,,,,,,,
GC,M0668400,2019/03/30,1500,0.5,,,,,,,,
MG,M0668523,2018/04/07,1500,4,,,,,,,,
MG,M0668523,2019/02/02,1500,2,,,,,,,,
MG,M0668523,2019/02/09,1500,2,,,,,,,,
EU,M0668535,2018/02/03,1500,2,,,,,,,,
EU,M0668535,2018/03/17,1500,0.165,,,,,,,,
WN,M0670146,2018/01/06,1500,349.517,1500,4202,$5.25,20,$1.03,$4.22,$0.00,M0670146
WN,M0670146,2018/01/13,1500,584.492,1500,1586,$2.36,16,$2.36,$0.00,$0.00,M0670146
WN,M0670146,2018/01/20,1500,551.447,1500,5177,$6.97,28,$2.48,$4.49,$0.00,M0670146
WN,M0670146,2018/01/27,1500,634.253,1500,9532,$15.91,47,$3.67,$12.24,$0.00,M0670146
WN,M0670146,2018/02/03,1500,384.211,1500,4758,$9.80,27,$2.85,$6.95,$0.00,M0670146
WN,M0670146,2018/02/10,1500,474.197,1500,528,$1.38,4,$0.94,$0.44,$0.00,M0670146
WN,M0670146,2018/02/17,1500,282.716,1500,2436,$4.23,10,$0.00,$4.23,$0.00,M0670146
