WORKCENTER,WEEK_ENDING,WKOR_PRODUCT_CODE,SumOfstdhours,SumOfOThours,SumOfdthrs,SumOftotalhrs,comp_work,PTB,defects,SumOfREWORK_HRS,SumOfREPAIR_HRS,SumOfREFAB_HRS,totrwkhrs,total_def_cost
J0044301,2019/03/30,WA,2.6,0,0,2.6,,0,,,,,,
J0044301,2019/04/06,MG,2.2,0,0,2.2,,0,,,,,,
J0044301,2019/04/06,WA,0.1,0,0,0.1,,0,,,,,,
J0044301,2019/04/13,MG,1.1,0,0,1.1,,0,,,,,,
J0044301,2019/04/20,MG,4.4,0,0,4.4,,0,,,,,,
J0044301,2019/04/27,MG,0.4,0,0,0.4,,0,,,,,,
J0044301,2019/04/27,WA,0.8,2.1,0,2.9,,0,,,,,,
J0044301,2019/05/04,MG,1.9,0.7,0,2.6,,0,,,,,,
J0044301,2019/05/11,MG,2.9,0.5,0,3.4,,0,,,,,,
J0044301,2019/05/11,WA,0.2,0,0,0.2,,0,,,,,,
J0044301,2019/05/18,MG,4.1,0,0,4.1,,0,,,,,,
J0044301,2019/05/25,MG,3.8,0,0,3.8,,0,,,,,,
J0044301,2019/05/25,WA,0.8,0,0,0.8,,0,,,,,,
J0044301,2019/06/01,MG,4.4,1.3,0,5.7,,0,,,,,,
J0044301,2019/06/01,WA,0,0.1,0,0.1,,0,,,,,,
J0044301,2019/06/08,MG,1.7,0,0,1.7,,0,,,,,,
J0044301,2019/06/15,MG,3.5,0.4,0,3.9,,0,,,,,,
J0044301,2019/06/15,WA,5.4,0,0,5.4,,0,,,,,,
J0044301,2019/06/22,MG,11.8,0,0,11.8,,0,,,,,,
J0044301,2019/06/22,WA,1.2,0,0,1.2,,0,,,,,,
J0044301,2019/06/29,MG,25.4,2.1,0.2,27.7,,0,,,,,,
J0044301,2019/07/06,MG,1.9,0,0.1,2,,0,,,,,,
J0044301,2019/07/06,WA,2.6,0,0.9,3.5,,0,,,,,,
J0044301,2019/07/13,MG,13.2,6.3,0,19.5,,0,,,,,,
J0044301,2019/07/20,MG,26.5,7.3,9.4,43.2,,0,,,,,,
J0044301,2019/07/27,MG,62.5,28.7,3.5,94.7,,0,,,,,,
J0044301,2019/07/27,WA,0,0.8,0.5,1.3,,0,,,,,,
J0044301,2019/08/03,MG,18.1,1.1,3.2,22.4,,0,,,,,,
J0044301,2019/08/10,MG,3.9,0,0,3.9,,0,,,,,,
J0044401,2018/08/11,BW,15.6,11.7,0,27.3,,0,,,,,,
J0044401,2018/08/11,GB,1,3.5,0,4.5,,0,,,,,,
J0044401,2018/08/18,BW,10.8,0,1.7,12.5,,0,,,,,,
J0044401,2018/08/18,GB,38.2,0.3,5.8,44.3,,0,,,,,,
J0044401,2018/08/18,WA,4.2,5.3,0,9.5,,0,,,,,,
J0044401,2018/08/18,WM,9.8,0,0,9.8,,0,,,,,,
j0044401,2018/08/25,BC,2.6,0.8,0,3.4,,0,,,,,,
J0044401,2018/08/25,BW,15.6,15.8,1.5,32.9,,0,,,,,,
J0044401,2018/08/25,GB,0.1,0,0,0.1,,0,,,,,,
J0044401,2018/08/25,WA,12,0,13.5,25.5,,0,,,,,,
J0044401,2018/08/25,WM,0.5,0,5.2,5.7,,0,,,,,,
J0044401,2018/09/01,BC,1.7,0,0,1.7,,0,,,,,,
J0044401,2018/09/01,BW,44.7,6.6,11.6,62.9,,0,,,,,,
J0044401,2018/09/01,GB,16.3,0,0,16.3,,0,,,,,,
j0044401,2018/09/01,WA,0.5,0,0,0.5,,0,,,,,,
J0044401,2018/09/08,BC,8.1,0,7.5,15.6,0.25,1.60%,,,,,,
J0044401,2018/09/08,BW,7.9,3.5,0.5,11.9,,0,,,,,,
j0044401,2018/09/08,GB,5.2,0.6,5.1,10.9,,0,,,,,,
J0044401,2018/09/08,WA,0.6,0,7.2,7.8,,0,,,,,,
J0044401,2018/09/08,WM,2.3,1.4,0,3.7,,0,,,,,,
J0044401,2018/09/15,BC,0.6,0,0,0.6,,0,,,,,,
J0044401,2018/09/15,BW,16.7,8.5,2.7,27.9,,0,,,,,,
J0044401,2018/09/15,CA,1.4,0,0,1.4,,0,,,,,,
J0044401,2018/09/15,GB,17.5,0,0,17.5,,0,,,,,,
J0044401,2018/09/15,WA,11,0.2,2.2,13.4,,0,,,,,,
J0044401,2018/09/15,WM,0,1.4,0,1.4,,0,,,,,,
J0044401,2018/09/22,BC,0.4,0.8,0,1.2,,0,,,,,,
J0044401,2018/09/22,BW,66.9,4.9,5.1,76.9,,0,,,,,,
J0044401,2018/09/22,GB,1.4,0,0,1.4,,0,,,,,,
J0044401,2018/09/22,WA,0,1.6,0,1.6,,0,,,,,,
J0044401,2018/09/22,WM,12.8,0.2,0,13,,0,,,,,,
J0044401,2018/09/29,BC,0.2,0,5.9,6.1,,0,,,,,,
J0044401,2018/09/29,BW,16.2,9.9,14,40.1,,0,,,,,,
J0044401,2018/09/29,GB,11,0.1,0,11.1,,0,,,,,,
J0044401,2018/09/29,WA,1.3,2.3,0,3.6,,0,,,,,,
J0044401,2018/09/29,WM,20.1,3,0,23.1,,0,,,,,,
J0044401,2018/10/06,BC,0,0.2,0,0.2,,0,,,,,,
J0044401,2018/10/06,BW,43.2,1,9.2,53.4,,0,,,,,,
J0044401,2018/10/06,GB,20.7,8.5,0,29.2,,0,,,,,,
J0044401,2018/10/06,WA,8.8,0,0,8.8,0.525,5.97%,,,,,,
J0044401,2018/10/06,WM,0.3,0,1.7,2,,0,,,,,,
J0044401,2018/10/13,BC,9.3,2.6,0,11.9,,0,,,,,,
J0044401,2018/10/13,BW,14.9,7.4,1.4,23.7,,0,,,,,,
J0044401,2018/10/13,GB,15.1,9.1,0,24.2,,0,,,,,,
J0044401,2018/10/13,WA,1.8,2.1,0,3.9,,0,,,,,,
J0044401,2018/10/13,WM,3.5,6.6,2.1,12.2,,0,,,,,,
J0044401,2018/10/20,BC,0,0,0.1,0.1,0.5,500.00%,,,,,,
J0044401,2018/10/20,BW,9.1,0,6.2,15.3,,0,,,,,,
J0044401,2018/10/20,GB,12,0,0,12,,0,,,,,,
J0044401,2018/10/20,WA,5.2,3.8,0,9,,0,,,,,,
J0044401,2018/10/20,WM,6.3,4.2,0,10.5,,0,,,,,,
J0044401,2018/10/27,BC,9.2,4.1,0,13.3,,0,,,,,,
J0044401,2018/10/27,BW,14,3.7,2.2,19.9,,0,,,,,,
J0044401,2018/10/27,GB,12.9,0,0,12.9,,0,,,,,,
J0044401,2018/10/27,WA,5.7,0,0,5.7,,0,,,,,,
J0044401,2018/10/27,WM,10.7,2.5,0,13.2,,0,,,,,,
J0044401,2018/11/03,BC,0.3,1.3,0,1.6,,0,,,,,,
J0044401,2018/11/03,BW,36.5,13.1,0,49.6,,0,,,,,,
J0044401,2018/11/03,GB,11.1,4.6,0,15.7,,0,,,,,,
J0044401,2018/11/03,WA,7.4,0.7,0,8.1,,0,,,,,,
J0044401,2018/11/03,WM,0,1.7,0,1.7,,0,,,,,,
J0044401,2018/11/10,BC,3.8,0,1.3,5.1,,0,,,,,,
J0044401,2018/11/10,BW,22,5,2.9,29.9,,0,,,,,,
J0044401,2018/11/10,GB,8.8,1.4,1.6,11.8,,0,,,,,,
J0044401,2018/11/10,WA,2.5,0,0,2.5,,0,,,,,,
J0044401,2018/11/17,BW,51.3,13.4,0,64.7,,0,,,,,,
J0044401,2018/11/17,GB,4.1,0,0,4.1,,0,,,,,,
J0044401,2018/11/17,WA,3.5,0,0,3.5,,0,,,,,,
J0044401,2018/11/17,WM,0,0.6,0,0.6,,0,,,,,,
J0044401,2018/11/24,BC,1.3,3.2,0,4.5,,0,,,,,,
J0044401,2018/11/24,BW,11.7,0,20.8,32.5,,0,,,,,,
J0044401,2018/11/24,GB,9.9,0,0,9.9,,0,,,,,,
J0044401,2018/11/24,WA,2.6,2.2,0,4.8,,0,,,,,,
J0044401,2018/11/24,WM,1.3,0,0,1.3,,0,,,,,,
J0044401,2018/12/01,BC,1.9,0,0,1.9,,0,,,,,,
J0044401,2018/12/01,BW,10.9,0,4.7,15.6,,0,,,,,,
J0044401,2018/12/01,GB,0.7,1.3,0.1,2.1,,0,,,,,,
J0044401,2018/12/01,WA,4.3,3.7,0,8,,0,,,,,,
J0044401,2018/12/08,BC,0.2,0,0,0.2,,0,,,,,,
J0044401,2018/12/08,BW,41.3,3.6,8.3,53.2,,0,,,,,,
J0044401,2018/12/08,GB,0,1,0,1,,0,,,,,,
J0044401,2018/12/08,WA,2.9,0,0,2.9,,0,,,,,,
J0044401,2018/12/15,BC,1.5,6.5,0,8,,0,,,,,,
J0044401,2018/12/15,BW,11.6,11,5.5,28.1,,0,,,,,,
J0044401,2018/12/15,GB,5.7,3.6,0.5,9.8,,0,,,,,,
J0044401,2018/12/15,WA,8.6,1,6.2,15.8,,0,,,,,,
J0044401,2018/12/22,BC,0,3.4,0,3.4,,0,,,,,,
J0044401,2018/12/22,BW,30.5,11.7,8,50.2,,0,,,,,,
J0044401,2018/12/22,GB,1.4,0,0,1.4,,0,,,,,,
J0044401,2018/12/22,WA,3.7,0,0,3.7,,0,,,,,,
J0044401,2018/12/29,BC,0,3.8,12.4,16.2,,0,,,,,,
J0044401,2018/12/29,BW,0,2,2.9,4.9,,0,,,,,,
J0044401,2018/12/29,GB,0,0,4.2,4.2,,0,,,,,,
J0044401,2019/01/05,BC,2.2,0,0,2.2,,0,,,,,,
J0044401,2019/01/05,BW,6.3,2.1,0,8.4,,0,,,,,,
J0044401,2019/01/05,GB,7.3,7.6,1.4,16.3,,0,,,,,,
J0044401,2019/01/05,WA,3.6,0,0,3.6,,0,,,,,,
J0044401,2019/01/05,WM,3.9,0.3,0,4.2,,0,,,,,,
J0044401,2019/01/12,BC,0.3,0.2,0,0.5,,0,,,,,,
J0044401,2019/01/12,BW,45.8,8.3,1.2,55.3,,0,,,,,,
J0044401,2019/01/12,GB,28.2,0,6.2,34.4,,0,,,,,,
J0044401,2019/01/12,WA,7.9,0.4,0,8.3,,0,,,,,,
J0044401,2019/01/12,WM,10.3,0.5,1,11.8,,0,,,,,,
J0044401,2019/01/19,BW,39.4,4.9,6.3,50.6,,0,,,,,,
J0044401,2019/01/19,GB,1.6,0.7,0,2.3,,0,,,,,,
J0044401,2019/01/19,WA,6.9,1.4,0,8.3,,0,,,,,,
J0044401,2019/01/19,WM,0.3,9,0,9.3,,0,,,,,,
J0044401,2019/01/26,BC,0.1,5.6,0.2,5.9,,0,,,,,,
J0044401,2019/01/26,BW,9.5,0,0,9.5,,0,,,,,,
J0044401,2019/01/26,GB,4.5,0,0,4.5,,0,,,,,,
J0044401,2019/01/26,WA,9.1,0,6.2,15.3,0.565,3.69%,,,,,,
J0044401,2019/01/26,WM,11.7,3.1,0,14.8,,0,,,,,,
J0044401,2019/02/02,BC,1.9,0,0,1.9,,0,,,,,,
J0044401,2019/02/02,BW,21.4,0,8.6,30,,0,,,,,,
J0044401,2019/02/02,GB,14.8,0,1.4,16.2,,0,,,,,,
J0044401,2019/02/02,WA,7.8,3,1.5,12.3,,0,,,,,,
J0044401,2019/02/09,BC,3.4,4.4,0,7.8,,0,,,,,,
J0044401,2019/02/09,BW,5.4,1.2,1.9,8.5,,0,,,,,,
J0044401,2019/02/09,GB,1.9,0,0,1.9,,0,,,,,,
J0044401,2019/02/09,WA,8.1,0,3.5,11.6,,0,,,,,,
J0044401,2019/02/16,BC,9.9,0,0,9.9,,0,,,,,,
J0044401,2019/02/16,BW,23.8,0.8,0,24.6,,0,,,,,,
J0044401,2019/02/16,CA,0,0,0,0,,#DIV/0!,,,,,,
J0044401,2019/02/16,GB,13.9,17.4,0,31.3,,0,,,,,,
J0044401,2019/02/16,WA,11.9,0,0,11.9,,0,,,,,,
J0044401,2019/02/23,BC,8,1.2,0,9.2,,0,,,,,,
J0044401,2019/02/23,BW,18.1,10.7,0,28.8,,0,,,,,,
J0044401,2019/02/23,GB,19.8,0,8.3,28.1,,0,,,,,,
J0044401,2019/02/23,WA,4,1.3,0,5.3,,0,,,,,,
J0044401,2019/03/02,BC,16.3,0,0,16.3,0.3,1.84%,,,,,,
J0044401,2019/03/02,BW,13.8,0,5.8,19.6,,0,,,,,,
J0044401,2019/03/02,GB,2.4,3.4,0,5.8,,0,,,,,,
J0044401,2019/03/02,WA,9.4,0.6,0,10,,0,,,,,,
J0044401,2019/03/09,BC,6.8,0,0,6.8,0.3,4.41%,,,,,,
J0044401,2019/03/09,BW,13.5,1.5,6.1,21.1,,0,,,,,,
J0044401,2019/03/09,GB,0.5,0,0,0.5,,0,,,,,,
J0044401,2019/03/09,WA,8.5,0.8,0,9.3,,0,,,,,,
J0044401,2019/03/09,WM,10.2,4,0,14.2,,0,,,,,,
J0044401,2019/03/16,BC,3.9,2.8,0,6.7,,0,,,,,,
J0044401,2019/03/16,BW,4,0.4,0,4.4,1.54,35.00%,,,,,,
J0044401,2019/03/16,WA,20.2,1.6,0,21.8,,0,,,,,,
J0044401,2019/03/16,WM,14.2,0,0,14.2,,0,,,,,,
J0044401,2019/03/23,BC,0.6,0,0,0.6,,0,,,,,,
J0044401,2019/03/23,BW,18.9,1,0,19.9,,0,,,,,,
J0044401,2019/03/23,GB,7.2,0,0,7.2,,0,,,,,,
J0044401,2019/03/23,WA,14.2,0,0,14.2,,0,,,,,,
J0044401,2019/03/30,BC,8.2,1.7,0.1,10,,0,,,,,,
J0044401,2019/03/30,BW,20.1,4.3,7.4,31.8,,0,,,,,,
J0044401,2019/03/30,CA,0,0,0,0,,#DIV/0!,,,,,,
J0044401,2019/03/30,GB,5.5,0,0,5.5,,0,,,,,,
J0044401,2019/03/30,WA,0.5,0,0,0.5,,0,,,,,,
J0044401,2019/03/30,WM,0.2,0,0,0.2,,0,,,,,,
J0044401,2019/04/06,BC,7.5,0,0,7.5,,0,,,,,,
J0044401,2019/04/06,BW,11.6,4.6,0,16.2,,0,,,,,,
J0044401,2019/04/06,GB,22.5,0,0,22.5,,0,,,,,,
J0044401,2019/04/06,WA,21.6,23.5,0,45.1,,0,,,,,,
J0044401,2019/04/13,BC,0.4,6.4,0,6.8,,0,,,,,,
J0044401,2019/04/13,BW,2.8,0.3,4,7.1,,0,,,,,,
J0044401,2019/04/13,GB,2,4,0,6,,0,,,,,,
J0044401,2019/04/13,WA,53.6,26.1,0,79.7,,0,,,,,,
J0044401,2019/04/13,WM,5.8,2.2,0,8,,0,,,,,,
J0044401,2019/04/20,BC,3.6,0,0,3.6,,0,,,,,,
J0044401,2019/04/20,BW,10.9,0,0,10.9,,0,,,,,,
J0044401,2019/04/20,GB,6.2,0,0,6.2,,0,,,,,,
J0044401,2019/04/20,WA,38.1,1,0,39.1,,0,,,,,,
J0044401,2019/04/20,WM,2.1,0,0,2.1,,0,,,,,,
J0044401,2019/04/27,BC,2.5,0,0,2.5,,0,,,,,,
J0044401,2019/04/27,BW,4.6,5.4,0,10,,0,,,,,,
J0044401,2019/04/27,GB,5.4,0,0,5.4,,0,,,,,,
J0044401,2019/04/27,WA,58,2.7,0,60.7,,0,,,,,,
J0044401,2019/04/27,WM,1.3,0,0,1.3,,0,,,,,,
J0044401,2019/05/04,BC,1.1,0,0.6,1.7,,0,,,,,,
J0044401,2019/05/04,BW,21.6,0,4.4,26,,0,,,,,,
J0044401,2019/05/04,GB,0.3,1.4,0,1.7,,0,,,,,,
J0044401,2019/05/04,WA,4.9,0,2.2,7.1,,0,,,,,,
J0044401,2019/05/04,WM,0,2.2,0,2.2,,0,,,,,,
J0044401,2019/05/11,BC,0.5,0,0,0.5,,0,,,,,,
J0044401,2019/05/11,BW,5.9,5.7,0,11.6,0.77,6.64%,,,,,,
J0044401,2019/05/11,WA,6.2,5.1,0,11.3,,0,,,,,,
J0044401,2019/05/11,WM,2,2.2,0,4.2,,0,,,,,,
J0044401,2019/05/18,BC,0.6,1.2,0,1.8,,0,,,,,,
J0044401,2019/05/18,BW,5.4,0.4,6.9,12.7,1.54,12.13%,,,,,,
J0044401,2019/05/18,GB,13.3,2.4,0,15.7,,0,,,,,,
J0044401,2019/05/18,WA,31.9,0,0,31.9,,0,,,,,,
J0044401,2019/05/18,WM,0.5,0.3,0.1,0.9,,0,,,,,,
J0044401,2019/05/25,BC,5.3,0,0,5.3,0.3,5.66%,,,,,,
J0044401,2019/05/25,BW,3.4,0,1,4.4,,0,,,,,,
J0044401,2019/05/25,GB,2.3,0,1.4,3.7,,0,,,,,,
J0044401,2019/05/25,WA,17.9,0,0,17.9,,0,,,,,,
J0044401,2019/05/25,WM,4.5,0,0,4.5,,0,,,,,,
J0044401,2019/06/01,BC,1.7,4.4,0,6.1,,0,,,,,,
J0044401,2019/06/01,BW,2.1,0,0,2.1,,0,,,,,,
J0044401,2019/06/01,WA,16.6,0.7,0,17.3,,0,,,,,,
J0044401,2019/06/08,BC,0.6,0.9,0,1.5,0.3,20.00%,,,,,,
J0044401,2019/06/08,BW,5.7,2,0,7.7,,0,,,,,,
J0044401,2019/06/08,GB,0,6.7,0.4,7.1,,0,,,,,,
J0044401,2019/06/08,WA,13.4,2.4,0.8,16.6,,0,,,,,,
J0044401,2019/06/08,WM,6.9,0,0.5,7.4,,0,,,,,,
J0044401,2019/06/15,BC,10.9,0.3,2.7,13.9,,0,,,,,,
J0044401,2019/06/15,BW,4.4,1.4,0,5.8,,0,,,,,,
J0044401,2019/06/15,GB,2,0,5.5,7.5,,0,,,,,,
J0044401,2019/06/15,WA,12.2,2,0,14.2,,0,,,,,,
J0044401,2019/06/15,WM,12.1,0.3,0,12.4,,0,,,,,,
J0044401,2019/06/22,BC,5.2,3.4,0,8.6,,0,,,,,,
J0044401,2019/06/22,BW,19.3,2.3,0,21.6,,0,,,,,,
J0044401,2019/06/22,GB,7.3,2.3,0,9.6,,0,,,,,,
J0044401,2019/06/22,WA,14.1,4.9,0,19,,0,,,,,,
J0044401,2019/06/29,BC,4.6,2.1,5.3,12,,0,,,,,,
J0044401,2019/06/29,BW,22.8,4.3,1.9,29,,0,,,,,,
J0044401,2019/06/29,WA,12.7,0,0,12.7,,0,,,,,,
J0044401,2019/07/06,BC,0.4,0,0,0.4,,0,,,,,,
J0044401,2019/07/06,BW,6.8,0,2.4,9.2,,0,,,,,,
J0044401,2019/07/06,GB,12,6,0,18,,0,,,,,,
J0044401,2019/07/06,WA,18.3,0.1,13.2,31.6,,0,,,,,,
J0044401,2019/07/13,BC,1.2,5.4,0,6.6,,0,,,,,,
J0044401,2019/07/13,BW,19.1,9.9,0,29,,0,,,,,,
J0044401,2019/07/13,GB,14.2,0,0,14.2,,0,,,,,,
J0044401,2019/07/13,WA,11.6,1.8,0,13.4,,0,,,,,,
J0044401,2019/07/13,WM,1.1,0.1,0,1.2,,0,,,,,,
J0044401,2019/07/20,BC,18.4,0,5.2,23.6,,0,,,,,,
J0044401,2019/07/20,BW,11.9,13.7,10.1,35.7,,0,,,,,,
J0044401,2019/07/20,CA,0.8,0,0,0.8,,0,,,,,,
J0044401,2019/07/20,WA,14.2,6,0,20.2,0.26,1.29%,,,,,,
J0044401,2019/07/20,WM,0,0.5,0,0.5,,0,,,,,,
J0044401,2019/07/27,BC,1,0,0,1,,0,,,,,,
J0044401,2019/07/27,BW,4,0.5,9.1,13.6,,0,,,,,,
J0044401,2019/07/27,GB,0,0,0,0,,#DIV/0!,,,,,,
J0044401,2019/07/27,WA,1.1,2.4,1.8,5.3,,0,,,,,,
J0044401,2019/07/27,WM,1.3,0,5.6,6.9,,0,,,,,,
J0044401,2019/08/03,BC,4.8,0,10,14.8,0.6,4.05%,,,,,,
J0044401,2019/08/03,BW,1,0.6,0,1.6,7.8,487.50%,,,,,,
J0044401,2019/08/03,GB,5.8,2.2,0,8,,0,,,,,,
J0044401,2019/08/03,WA,22.4,0,1.2,23.6,,0,,,,,,
J0044401,2019/08/03,WM,1.2,6.6,0.2,8,,0,,,,,,
J0044401,2019/08/10,BC,1.8,0,0,1.8,,0,,,,,,
J0044401,2019/08/10,BW,19.3,1.8,0,21.1,,0,,,,,,
J0044401,2019/08/10,GB,9.5,5.5,0,15,,0,,,,,,
J0044401,2019/08/10,WA,2.9,0,0,2.9,,0,,,,,,
J0044401,2019/08/10,WM,12.9,2.7,0,15.6,,0,,,,,,
J0044403,2018/08/18,BW,0.5,0.1,0,0.6,,0,,,,,,
J0044403,2018/09/15,BW,0,1.7,0,1.7,,0,,,,,,
J0044403,2019/06/15,BW,0,3.7,0,3.7,,0,,,,,,
J0044403,2019/06/22,BW,3.3,0,0,3.3,,0,,,,,,
J0044403,2019/06/29,BW,0,0,1.5,1.5,,0,,,,,,
J0044601,2018/09/15,MD,5,0,0,5,,0,,,,,,
J0044601,2018/09/22,MD,14.3,0,0,14.3,,0,,,,,,
J0044601,2018/09/29,MD,13.1,0,1.9,15,,0,,,,,,
J0044601,2018/10/06,MD,13.4,0.5,0,13.9,,0,,,,,,
J0044601,2018/10/13,MD,9.9,0,0,9.9,,0,,,,,,
J0044601,2018/10/20,MD,0.2,0,0,0.2,,0,,,,,,
J0044601,2018/11/03,MD,16.4,0,0,16.4,,0,,,,,,
J0044601,2018/11/10,MD,6.6,0,0,6.6,,0,,,,,,
J0044601,2018/11/24,MD,8.3,0,0,8.3,,0,,,,,,
J0044601,2018/12/01,MD,4.7,2.4,0,7.1,,0,,,,,,
J0044601,2018/12/15,MD,15.8,2.3,3.2,21.3,,0,,,,,,
J0044601,2019/01/05,MD,2,0,0,2,,0,,,,,,
J0044601,2019/01/12,MD,9.8,0,0,9.8,,0,,,,,,
J0044601,2019/01/19,MD,8.7,4.6,0,13.3,,0,,,,,,
J0044601,2019/01/26,MD,20.7,0,4.9,25.6,,0,,,,,,
J0044601,2019/02/02,MD,5.2,0,0,5.2,,0,,,,,,
J0044601,2019/02/09,MD,0,0,1,1,,0,,,,,,
J0044601,2019/02/16,MD,8.7,0,0.4,9.1,,0,,,,,,
J0044601,2019/02/23,MD,10.5,0,0,10.5,,0,,,,,,
J0044601,2019/03/02,MD,0,0,6,6,,0,,,,,,
J0044601,2019/03/09,MD,8,0,0,8,,0,,,,,,
J0044601,2019/03/23,MD,13.7,0,0,13.7,,0,,,,,,
J0044601,2019/03/30,MD,0,0,0.4,0.4,,0,,,,,,
J0044601,2019/04/06,MD,3.1,1,0,4.1,,0,,,,,,
J0044601,2019/06/15,MD,0,0.3,0,0.3,,0,,,,,,
J0044601,2019/06/22,MD,22.4,0,0,22.4,,0,,,,,,
J0044601,2019/06/29,MD,18.5,6.2,0,24.7,,0,,,,,,
J0044601,2019/07/06,MD,0.4,0,0.1,0.5,,0,,,,,,
J0044601,2019/07/13,MD,26.5,0.8,0,27.3,,0,,,,,,
J0044601,2019/07/20,MD,9.1,0,6.2,15.3,,0,,,,,,
J0044601,2019/07/27,MD,9.6,3,0,12.6,,0,,,,,,
J0044601,2019/08/03,MD,0.4,0,0,0.4,,0,,,,,,
J0045101,2018/09/08,BW,0.7,0,0,0.7,2,285.71%,,,,,,
J0045201,2018/08/11,BW,5.7,9.1,0,14.8,4,27.03%,,,,,,
J0045201,2018/08/18,BC,3.9,0,0,3.9,,0,,,,,,
J0045201,2018/08/18,BW,63,11.4,6.3,80.7,1.052,1.30%,,,,,,
J0045201,2018/08/25,BC,8,0,0,8,,0,,,,,,
J0045201,2018/08/25,BW,42.4,10.1,5.7,58.2,0.526,0.90%,,,,,,
J0045201,2018/09/01,BC,13,0,0,13,,0,,,,,,
j0045201,2018/09/01,BW,48.6,5.7,6,60.3,4,6.63%,,,,,,
J0045201,2018/09/08,BC,8,0,0,8,,0,,,,,,
J0045201,2018/09/08,BW,30,8.6,0,38.6,,0,,,,,,
J0045201,2018/09/15,BW,35.9,9.7,2.2,47.8,0.526,1.10%,,,,,,
J0045201,2018/09/22,BC,0.3,0,0,0.3,,0,,,,,,
J0045201,2018/09/22,BW,32,6,4.4,42.4,4,9.43%,,,,,,
J0045201,2018/09/29,BC,15,0,0,15,,0,,,,,,
J0045201,2018/09/29,BW,47.4,0.8,4.6,52.8,0.526,1.00%,,,,,,
J0045201,2018/10/06,BC,0,0.7,0,0.7,,0,,,,,,
J0045201,2018/10/06,BW,38.2,6.5,5.8,50.5,,0,,,,,,
J0045201,2018/10/13,BC,0.1,0,0,0.1,,0,,,,,,
J0045201,2018/10/13,BW,44.6,3,6.4,54,1.907,3.53%,,,,,,
J0045201,2018/10/20,BC,8,0,0,8,,0,,,,,,
J0045201,2018/10/20,BW,48.7,12,0,60.7,4.197,6.91%,,,,,,
J0045201,2018/10/27,BC,6.2,0,0,6.2,,0,,,,,,
J0045201,2018/10/27,BW,43.4,1.7,6,51.1,1.578,3.09%,,,,,,
J0045201,2018/11/03,BC,8.7,0,1.7,10.4,,0,,,,,,
J0045201,2018/11/03,BW,42.6,7.5,2.9,53,4,7.55%,,,,,,
J0045201,2018/11/10,BC,8.9,0,0,8.9,,0,,,,,,
J0045201,2018/11/10,BW,49.2,6,6.3,61.5,0.894,1.45%,,,,,,
J0045201,2018/11/17,BC,10.4,0,0,10.4,,0,,,,,,
J0045201,2018/11/17,BW,40.3,6,6.4,52.7,4.158,7.89%,,,,,,
J0045201,2018/11/24,BW,13.8,11.1,5.8,30.7,,0,,,,,,
J0045201,2018/12/01,BC,0.8,0,0,0.8,,0,,,,,,
J0045201,2018/12/01,BW,41.6,6,11.5,59.1,1.578,2.67%,,,,,,
J0045201,2018/12/08,BC,3.7,0,0,3.7,,0,,,,,,
J0045201,2018/12/08,BW,47.1,5.9,6.3,59.3,4,6.75%,,,,,,
J0045201,2018/12/15,BC,12.7,0,0,12.7,,0,,,,,,
J0045201,2018/12/15,BW,42.8,6,6.1,54.9,6.498,11.84%,,,,,,
J0045201,2018/12/22,BC,9.4,0,0,9.4,0.333,3.54%,,,,,,
J0045201,2018/12/22,BW,47,7.5,6.1,60.6,,0,,,,,,
J0045201,2018/12/29,BC,0,0,16.5,16.5,0.666,4.04%,,,,,,
J0045201,2018/12/29,BW,0,6.4,21.8,28.2,,0,,,,,,
J0045201,2019/01/05,BC,7.2,1,0,8.2,,0,,,,,,
J0045201,2019/01/05,BW,25.9,7,6,38.9,4.92,12.65%,,,,,,
J0045201,2019/01/12,BW,44.6,10.4,6.1,61.1,2.498,4.09%,,,,,,
J0045201,2019/01/19,BC,12.7,0,0,12.7,,0,,,,,,
J0045201,2019/01/19,BW,42.6,7.3,6.3,56.2,,0,,,,,,
J0045201,2019/01/26,BC,9.2,0,0,9.2,,0,,,,,,
J0045201,2019/01/26,BW,60,6,6.1,72.1,,0,,,,,,
J0045201,2019/02/02,BC,11.4,0.7,0,12.1,,0,,,,,,
J0045201,2019/02/02,BW,52,0.9,6.7,59.6,4,6.71%,,,,,,
J0045201,2019/02/09,BA,0.3,0,0,0.3,,0,,,,,,
J0045201,2019/02/09,BC,8.2,0,0,8.2,,0,,,,,,
J0045201,2019/02/09,BW,45,10.1,3.3,58.4,1.446,2.48%,,,,,,
J0045201,2019/02/16,BC,5.9,0,0,5.9,,0,,,,,,
J0045201,2019/02/16,BW,43.2,14.9,3.9,62,,0,,,,,,
J0045201,2019/02/23,BC,12.9,0,0,12.9,,0,,,,,,
J0045201,2019/02/23,BW,51.6,5.5,5.6,62.7,4.264,6.80%,,,,,,
J0045201,2019/03/02,BC,3.7,5.1,0,8.8,,0,,,,,,
J0045201,2019/03/02,BW,41.1,6.2,0,47.3,0.264,0.56%,,,,,,
J0045201,2019/03/09,BC,6.9,0,0,6.9,,0,,,,,,
J0045201,2019/03/09,BW,40,6.1,0.2,46.3,1.578,3.41%,,,,,,
J0045201,2019/03/16,BW,32,6.1,0,38.1,4.526,11.88%,,,,,,
J0045201,2019/03/23,BW,43.3,6.6,5.8,55.7,1.052,1.89%,,,,,,
